id,cinema_id,cinema_name_vi,cinema_name_en,cinema_address,film_id,film_name_vi,film_name_en,film_trailer_url,film_poster_url,film_banner_url,film_country,film_category,director,actors,film_duration,film_language,film_description_vi,film_description_en,film_publish_date,film_pg_rating,film_age,location_id,session_id,session_type,session_dimension,session_time,session_version,session_version_type,vendor_id,vendor_name,vendor_name_en,vendor_cinema_id,vendor_film_id,vendor_film_name_vi,vendor_film_name_en,vendor_session_id,vendor_room_id,vendor_room_name_vi,vendor_room_name_en,created_date,modified_date,modified_by,language,created_by,created_by_hash
44,4,Galaxy Nguyễn Du,Galaxy ND,116 Nguyễn Du,6,Cô Dâu Hào Môn,Grand Wedding,https://yt.com/6,https://img/6.jpg,https://img/b6.jpg,Mỹ,Hành động,Director,Actors,120,VI,Cô Dâu Hào Môn,Grand Wedding,2025-12-12 17:33:29.000000,C18,18,3,17,nowShowing,Film2D,2025-12-15 17:33:29.000000,subtitling,VER_2D_SUB,1,CGV,CGV,VND-C004,VND-F006,Cô Dâu Hào Môn,Grand Wedding,VND-S00017,R01,Phòng 1,Room 1,2025-11-15 17:33:29.000000,2025-12-12 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
45,3,Lotte Landmark,Lotte Landmark,772 ĐBP,1,Quật Mộ Trùng Ma,The Exorcism,https://yt.com/1,https://img/1.jpg,https://img/b1.jpg,Mỹ,Hành động,Director,Actors,120,VI,Quật Mộ Trùng Ma,The Exorcism,2025-11-01 17:33:29.000000,C18,18,2,14,nowShowing,Film2D,2025-12-06 17:33:29.000000,subtitling,VER_2D_SUB,2,Lotte,Lotte,VND-C003,VND-F001,Quật Mộ Trùng Ma,The Exorcism,VND-S00014,R01,Phòng 1,Room 1,2025-12-04 17:33:29.000000,2025-12-06 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
46,3,Lotte Landmark,Lotte Landmark,772 ĐBP,3,Mufasa,Mufasa,https://yt.com/3,https://img/3.jpg,https://img/b3.jpg,Mỹ,Hành động,Director,Actors,120,VI,Mufasa,Mufasa,2025-11-22 17:33:29.000000,C18,18,4,26,nowShowing,Film2D,2025-12-16 17:33:29.000000,subtitling,VER_2D_SUB,6,Beta,Beta,VND-C003,VND-F003,Mufasa,Mufasa,VND-S00026,R01,Phòng 1,Room 1,2025-12-12 17:33:29.000000,2025-12-11 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
47,6,Beta GP,Beta GP,384 GP,6,Cô Dâu Hào Môn,Grand Wedding,https://yt.com/6,https://img/6.jpg,https://img/b6.jpg,Mỹ,Hành động,Director,Actors,120,VI,Cô Dâu Hào Môn,Grand Wedding,2025-12-03 17:33:29.000000,C18,18,4,5,nowShowing,Film2D,2025-12-16 17:33:29.000000,subtitling,VER_2D_SUB,3,Galaxy,Galaxy,VND-C006,VND-F006,Cô Dâu Hào Môn,Grand Wedding,VND-S00005,R01,Phòng 1,Room 1,2025-11-13 17:33:29.000000,2025-12-10 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
48,5,BHD Vincom ĐN,BHD DN,910A NQ,6,Cô Dâu Hào Môn,Grand Wedding,https://yt.com/6,https://img/6.jpg,https://img/b6.jpg,Mỹ,Hành động,Director,Actors,120,VI,Cô Dâu Hào Môn,Grand Wedding,2025-10-22 17:33:29.000000,C18,18,2,31,nowShowing,Film2D,2025-12-12 17:33:29.000000,subtitling,VER_2D_SUB,6,Beta,Beta,VND-C005,VND-F006,Cô Dâu Hào Môn,Grand Wedding,VND-S00031,R01,Phòng 1,Room 1,2025-11-13 17:33:29.000000,2025-12-09 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
49,8,Cinestar QT,Cinestar QT,271 NT,2,Nhím Sonic 3,Sonic 3,https://yt.com/2,https://img/2.jpg,https://img/b2.jpg,Mỹ,Hành động,Director,Actors,120,VI,Nhím Sonic 3,Sonic 3,2025-11-11 17:33:29.000000,C18,18,3,23,nowShowing,Film2D,2025-12-11 17:33:29.000000,subtitling,VER_2D_SUB,4,BHD,BHD,VND-C008,VND-F002,Nhím Sonic 3,Sonic 3,VND-S00023,R01,Phòng 1,Room 1,2025-12-01 17:33:29.000000,2025-12-10 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
50,5,BHD Vincom ĐN,BHD DN,910A NQ,3,Mufasa,Mufasa,https://yt.com/3,https://img/3.jpg,https://img/b3.jpg,Mỹ,Hành động,Director,Actors,120,VI,Mufasa,Mufasa,2025-11-15 17:33:29.000000,C18,18,5,45,nowShowing,Film2D,2025-12-13 17:33:29.000000,subtitling,VER_2D_SUB,6,Beta,Beta,VND-C005,VND-F003,Mufasa,Mufasa,VND-S00045,R01,Phòng 1,Room 1,2025-12-07 17:33:29.000000,2025-12-07 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
51,5,BHD Vincom ĐN,BHD DN,910A NQ,6,Cô Dâu Hào Môn,Grand Wedding,https://yt.com/6,https://img/6.jpg,https://img/b6.jpg,Mỹ,Hành động,Director,Actors,120,VI,Cô Dâu Hào Môn,Grand Wedding,2025-11-07 17:33:29.000000,C18,18,1,43,nowShowing,Film2D,2025-12-13 17:33:29.000000,subtitling,VER_2D_SUB,4,BHD,BHD,VND-C005,VND-F006,Cô Dâu Hào Môn,Grand Wedding,VND-S00043,R01,Phòng 1,Room 1,2025-11-24 17:33:29.000000,2025-12-07 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
52,2,CGV Aeon Long Biên,CGV Aeon,27 Cổ Linh,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-11-30 17:33:29.000000,C18,18,3,32,nowShowing,Film2D,2025-12-13 17:33:29.000000,subtitling,VER_2D_SUB,1,CGV,CGV,VND-C002,VND-F004,Kraven,Kraven,VND-S00032,R01,Phòng 1,Room 1,2025-11-20 17:33:29.000000,2025-12-08 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
53,7,CGV Crescent,CGV Crescent,101 TDT,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-11-12 17:33:29.000000,C18,18,1,27,nowShowing,Film2D,2025-12-11 17:33:29.000000,subtitling,VER_2D_SUB,2,Lotte,Lotte,VND-C007,VND-F004,Kraven,Kraven,VND-S00027,R01,Phòng 1,Room 1,2025-12-05 17:33:29.000000,2025-12-07 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
54,7,CGV Crescent,CGV Crescent,101 TDT,3,Mufasa,Mufasa,https://yt.com/3,https://img/3.jpg,https://img/b3.jpg,Mỹ,Hành động,Director,Actors,120,VI,Mufasa,Mufasa,2025-10-18 17:33:29.000000,C18,18,5,7,nowShowing,Film2D,2025-12-06 17:33:29.000000,subtitling,VER_2D_SUB,4,BHD,BHD,VND-C007,VND-F003,Mufasa,Mufasa,VND-S00007,R01,Phòng 1,Room 1,2025-12-04 17:33:29.000000,2025-12-06 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
55,5,BHD Vincom ĐN,BHD DN,910A NQ,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-10-19 17:33:29.000000,C18,18,5,11,nowShowing,Film2D,2025-12-07 17:33:29.000000,subtitling,VER_2D_SUB,2,Lotte,Lotte,VND-C005,VND-F004,Kraven,Kraven,VND-S00011,R01,Phòng 1,Room 1,2025-12-06 17:33:29.000000,2025-12-10 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
56,1,CGV Vincom Bà Triệu,CGV Vincom Ba Trieu,191 Bà Triệu,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-11-04 17:33:29.000000,C18,18,4,18,nowShowing,Film2D,2025-12-07 17:33:29.000000,subtitling,VER_2D_SUB,3,Galaxy,Galaxy,VND-C001,VND-F004,Kraven,Kraven,VND-S00018,R01,Phòng 1,Room 1,2025-11-23 17:33:29.000000,2025-12-10 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
57,2,CGV Aeon Long Biên,CGV Aeon,27 Cổ Linh,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-11-20 17:33:29.000000,C18,18,4,32,nowShowing,Film2D,2025-12-18 17:33:29.000000,subtitling,VER_2D_SUB,3,Galaxy,Galaxy,VND-C002,VND-F004,Kraven,Kraven,VND-S00032,R01,Phòng 1,Room 1,2025-11-13 17:33:29.000000,2025-12-06 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
58,2,CGV Aeon Long Biên,CGV Aeon,27 Cổ Linh,5,Linh Miêu,Linh Mieu,https://yt.com/5,https://img/5.jpg,https://img/b5.jpg,Mỹ,Hành động,Director,Actors,120,VI,Linh Miêu,Linh Mieu,2025-11-24 17:33:29.000000,C18,18,3,11,nowShowing,Film2D,2025-12-11 17:33:29.000000,subtitling,VER_2D_SUB,2,Lotte,Lotte,VND-C002,VND-F005,Linh Miêu,Linh Mieu,VND-S00011,R01,Phòng 1,Room 1,2025-11-24 17:33:29.000000,2025-12-12 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
59,6,Beta GP,Beta GP,384 GP,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-11-27 17:33:29.000000,C18,18,1,37,nowShowing,Film2D,2025-12-07 17:33:29.000000,subtitling,VER_2D_SUB,4,BHD,BHD,VND-C006,VND-F004,Kraven,Kraven,VND-S00037,R01,Phòng 1,Room 1,2025-11-26 17:33:29.000000,2025-12-12 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
60,4,Galaxy Nguyễn Du,Galaxy ND,116 Nguyễn Du,1,Quật Mộ Trùng Ma,The Exorcism,https://yt.com/1,https://img/1.jpg,https://img/b1.jpg,Mỹ,Hành động,Director,Actors,120,VI,Quật Mộ Trùng Ma,The Exorcism,2025-11-15 17:33:29.000000,C18,18,3,6,nowShowing,Film2D,2025-12-07 17:33:29.000000,subtitling,VER_2D_SUB,2,Lotte,Lotte,VND-C004,VND-F001,Quật Mộ Trùng Ma,The Exorcism,VND-S00006,R01,Phòng 1,Room 1,2025-12-04 17:33:29.000000,2025-12-09 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
61,1,CGV Vincom Bà Triệu,CGV Vincom Ba Trieu,191 Bà Triệu,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-11-05 17:33:29.000000,C18,18,1,20,nowShowing,Film2D,2025-12-16 17:33:29.000000,subtitling,VER_2D_SUB,5,Cinestar,Cinestar,VND-C001,VND-F004,Kraven,Kraven,VND-S00020,R01,Phòng 1,Room 1,2025-11-21 17:33:29.000000,2025-12-07 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
62,7,CGV Crescent,CGV Crescent,101 TDT,1,Quật Mộ Trùng Ma,The Exorcism,https://yt.com/1,https://img/1.jpg,https://img/b1.jpg,Mỹ,Hành động,Director,Actors,120,VI,Quật Mộ Trùng Ma,The Exorcism,2025-12-07 17:33:29.000000,C18,18,2,17,nowShowing,Film2D,2025-12-12 17:33:29.000000,subtitling,VER_2D_SUB,6,Beta,Beta,VND-C007,VND-F001,Quật Mộ Trùng Ma,The Exorcism,VND-S00017,R01,Phòng 1,Room 1,2025-11-29 17:33:29.000000,2025-12-10 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
63,8,Cinestar QT,Cinestar QT,271 NT,2,Nhím Sonic 3,Sonic 3,https://yt.com/2,https://img/2.jpg,https://img/b2.jpg,Mỹ,Hành động,Director,Actors,120,VI,Nhím Sonic 3,Sonic 3,2025-11-21 17:33:29.000000,C18,18,4,47,nowShowing,Film2D,2025-12-19 17:33:29.000000,subtitling,VER_2D_SUB,1,CGV,CGV,VND-C008,VND-F002,Nhím Sonic 3,Sonic 3,VND-S00047,R01,Phòng 1,Room 1,2025-12-10 17:33:29.000000,2025-12-06 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
64,7,CGV Crescent,CGV Crescent,101 TDT,2,Nhím Sonic 3,Sonic 3,https://yt.com/2,https://img/2.jpg,https://img/b2.jpg,Mỹ,Hành động,Director,Actors,120,VI,Nhím Sonic 3,Sonic 3,2025-11-04 17:33:29.000000,C18,18,3,36,nowShowing,Film2D,2025-12-07 17:33:29.000000,subtitling,VER_2D_SUB,2,Lotte,Lotte,VND-C007,VND-F002,Nhím Sonic 3,Sonic 3,VND-S00036,R01,Phòng 1,Room 1,2025-11-24 17:33:29.000000,2025-12-12 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
65,1,CGV Vincom Bà Triệu,CGV Vincom Ba Trieu,191 Bà Triệu,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-10-25 17:33:29.000000,C18,18,2,3,nowShowing,Film2D,2025-12-10 17:33:29.000000,subtitling,VER_2D_SUB,5,Cinestar,Cinestar,VND-C001,VND-F004,Kraven,Kraven,VND-S00003,R01,Phòng 1,Room 1,2025-11-19 17:33:29.000000,2025-12-08 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
66,4,Galaxy Nguyễn Du,Galaxy ND,116 Nguyễn Du,3,Mufasa,Mufasa,https://yt.com/3,https://img/3.jpg,https://img/b3.jpg,Mỹ,Hành động,Director,Actors,120,VI,Mufasa,Mufasa,2025-12-11 17:33:29.000000,C18,18,4,45,nowShowing,Film2D,2025-12-08 17:33:29.000000,subtitling,VER_2D_SUB,2,Lotte,Lotte,VND-C004,VND-F003,Mufasa,Mufasa,VND-S00045,R01,Phòng 1,Room 1,2025-12-01 17:33:29.000000,2025-12-10 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
67,6,Beta GP,Beta GP,384 GP,1,Quật Mộ Trùng Ma,The Exorcism,https://yt.com/1,https://img/1.jpg,https://img/b1.jpg,Mỹ,Hành động,Director,Actors,120,VI,Quật Mộ Trùng Ma,The Exorcism,2025-10-28 17:33:29.000000,C18,18,3,19,nowShowing,Film2D,2025-12-17 17:33:29.000000,subtitling,VER_2D_SUB,3,Galaxy,Galaxy,VND-C006,VND-F001,Quật Mộ Trùng Ma,The Exorcism,VND-S00019,R01,Phòng 1,Room 1,2025-11-12 17:33:29.000000,2025-12-09 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
68,5,BHD Vincom ĐN,BHD DN,910A NQ,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-11-18 17:33:29.000000,C18,18,1,21,nowShowing,Film2D,2025-12-18 17:33:29.000000,subtitling,VER_2D_SUB,1,CGV,CGV,VND-C005,VND-F004,Kraven,Kraven,VND-S00021,R01,Phòng 1,Room 1,2025-12-01 17:33:29.000000,2025-12-08 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
69,3,Lotte Landmark,Lotte Landmark,772 ĐBP,6,Cô Dâu Hào Môn,Grand Wedding,https://yt.com/6,https://img/6.jpg,https://img/b6.jpg,Mỹ,Hành động,Director,Actors,120,VI,Cô Dâu Hào Môn,Grand Wedding,2025-12-01 17:33:29.000000,C18,18,5,15,nowShowing,Film2D,2025-12-19 17:33:29.000000,subtitling,VER_2D_SUB,1,CGV,CGV,VND-C003,VND-F006,Cô Dâu Hào Môn,Grand Wedding,VND-S00015,R01,Phòng 1,Room 1,2025-11-17 17:33:29.000000,2025-12-05 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
70,7,CGV Crescent,CGV Crescent,101 TDT,1,Quật Mộ Trùng Ma,The Exorcism,https://yt.com/1,https://img/1.jpg,https://img/b1.jpg,Mỹ,Hành động,Director,Actors,120,VI,Quật Mộ Trùng Ma,The Exorcism,2025-10-21 17:33:29.000000,C18,18,4,14,nowShowing,Film2D,2025-12-13 17:33:29.000000,subtitling,VER_2D_SUB,1,CGV,CGV,VND-C007,VND-F001,Quật Mộ Trùng Ma,The Exorcism,VND-S00014,R01,Phòng 1,Room 1,2025-11-27 17:33:29.000000,2025-12-07 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
71,7,CGV Crescent,CGV Crescent,101 TDT,6,Cô Dâu Hào Môn,Grand Wedding,https://yt.com/6,https://img/6.jpg,https://img/b6.jpg,Mỹ,Hành động,Director,Actors,120,VI,Cô Dâu Hào Môn,Grand Wedding,2025-11-08 17:33:29.000000,C18,18,4,7,nowShowing,Film2D,2025-12-14 17:33:29.000000,subtitling,VER_2D_SUB,6,Beta,Beta,VND-C007,VND-F006,Cô Dâu Hào Môn,Grand Wedding,VND-S00007,R01,Phòng 1,Room 1,2025-11-26 17:33:29.000000,2025-12-12 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
72,2,CGV Aeon Long Biên,CGV Aeon,27 Cổ Linh,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-12-06 17:33:29.000000,C18,18,1,12,nowShowing,Film2D,2025-12-16 17:33:29.000000,subtitling,VER_2D_SUB,4,BHD,BHD,VND-C002,VND-F004,Kraven,Kraven,VND-S00012,R01,Phòng 1,Room 1,2025-11-27 17:33:29.000000,2025-12-05 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
73,5,BHD Vincom ĐN,BHD DN,910A NQ,2,Nhím Sonic 3,Sonic 3,https://yt.com/2,https://img/2.jpg,https://img/b2.jpg,Mỹ,Hành động,Director,Actors,120,VI,Nhím Sonic 3,Sonic 3,2025-10-18 17:33:29.000000,C18,18,5,43,nowShowing,Film2D,2025-12-06 17:33:29.000000,subtitling,VER_2D_SUB,1,CGV,CGV,VND-C005,VND-F002,Nhím Sonic 3,Sonic 3,VND-S00043,R01,Phòng 1,Room 1,2025-11-26 17:33:29.000000,2025-12-11 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
74,1,CGV Vincom Bà Triệu,CGV Vincom Ba Trieu,191 Bà Triệu,1,Quật Mộ Trùng Ma,The Exorcism,https://yt.com/1,https://img/1.jpg,https://img/b1.jpg,Mỹ,Hành động,Director,Actors,120,VI,Quật Mộ Trùng Ma,The Exorcism,2025-11-12 17:33:29.000000,C18,18,1,48,nowShowing,Film2D,2025-12-05 17:33:29.000000,subtitling,VER_2D_SUB,3,Galaxy,Galaxy,VND-C001,VND-F001,Quật Mộ Trùng Ma,The Exorcism,VND-S00048,R01,Phòng 1,Room 1,2025-11-27 17:33:29.000000,2025-12-12 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
75,6,Beta GP,Beta GP,384 GP,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-11-08 17:33:29.000000,C18,18,5,2,nowShowing,Film2D,2025-12-10 17:33:29.000000,subtitling,VER_2D_SUB,2,Lotte,Lotte,VND-C006,VND-F004,Kraven,Kraven,VND-S00002,R01,Phòng 1,Room 1,2025-12-08 17:33:29.000000,2025-12-11 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
76,1,CGV Vincom Bà Triệu,CGV Vincom Ba Trieu,191 Bà Triệu,3,Mufasa,Mufasa,https://yt.com/3,https://img/3.jpg,https://img/b3.jpg,Mỹ,Hành động,Director,Actors,120,VI,Mufasa,Mufasa,2025-11-20 17:33:29.000000,C18,18,2,35,nowShowing,Film2D,2025-12-17 17:33:29.000000,subtitling,VER_2D_SUB,4,BHD,BHD,VND-C001,VND-F003,Mufasa,Mufasa,VND-S00035,R01,Phòng 1,Room 1,2025-11-20 17:33:29.000000,2025-12-10 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
77,8,Cinestar QT,Cinestar QT,271 NT,3,Mufasa,Mufasa,https://yt.com/3,https://img/3.jpg,https://img/b3.jpg,Mỹ,Hành động,Director,Actors,120,VI,Mufasa,Mufasa,2025-12-07 17:33:29.000000,C18,18,4,47,nowShowing,Film2D,2025-12-10 17:33:29.000000,subtitling,VER_2D_SUB,4,BHD,BHD,VND-C008,VND-F003,Mufasa,Mufasa,VND-S00047,R01,Phòng 1,Room 1,2025-12-11 17:33:29.000000,2025-12-09 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
78,8,Cinestar QT,Cinestar QT,271 NT,2,Nhím Sonic 3,Sonic 3,https://yt.com/2,https://img/2.jpg,https://img/b2.jpg,Mỹ,Hành động,Director,Actors,120,VI,Nhím Sonic 3,Sonic 3,2025-12-09 17:33:29.000000,C18,18,5,22,nowShowing,Film2D,2025-12-12 17:33:29.000000,subtitling,VER_2D_SUB,3,Galaxy,Galaxy,VND-C008,VND-F002,Nhím Sonic 3,Sonic 3,VND-S00022,R01,Phòng 1,Room 1,2025-11-22 17:33:29.000000,2025-12-08 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
79,7,CGV Crescent,CGV Crescent,101 TDT,3,Mufasa,Mufasa,https://yt.com/3,https://img/3.jpg,https://img/b3.jpg,Mỹ,Hành động,Director,Actors,120,VI,Mufasa,Mufasa,2025-11-18 17:33:29.000000,C18,18,1,26,nowShowing,Film2D,2025-12-13 17:33:29.000000,subtitling,VER_2D_SUB,4,BHD,BHD,VND-C007,VND-F003,Mufasa,Mufasa,VND-S00026,R01,Phòng 1,Room 1,2025-12-05 17:33:29.000000,2025-12-05 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
80,3,Lotte Landmark,Lotte Landmark,772 ĐBP,3,Mufasa,Mufasa,https://yt.com/3,https://img/3.jpg,https://img/b3.jpg,Mỹ,Hành động,Director,Actors,120,VI,Mufasa,Mufasa,2025-11-19 17:33:29.000000,C18,18,5,7,nowShowing,Film2D,2025-12-08 17:33:29.000000,subtitling,VER_2D_SUB,3,Galaxy,Galaxy,VND-C003,VND-F003,Mufasa,Mufasa,VND-S00007,R01,Phòng 1,Room 1,2025-12-04 17:33:29.000000,2025-12-06 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
81,4,Galaxy Nguyễn Du,Galaxy ND,116 Nguyễn Du,3,Mufasa,Mufasa,https://yt.com/3,https://img/3.jpg,https://img/b3.jpg,Mỹ,Hành động,Director,Actors,120,VI,Mufasa,Mufasa,2025-11-12 17:33:29.000000,C18,18,3,15,nowShowing,Film2D,2025-12-12 17:33:29.000000,subtitling,VER_2D_SUB,4,BHD,BHD,VND-C004,VND-F003,Mufasa,Mufasa,VND-S00015,R01,Phòng 1,Room 1,2025-11-23 17:33:29.000000,2025-12-12 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
82,4,Galaxy Nguyễn Du,Galaxy ND,116 Nguyễn Du,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-10-16 17:33:29.000000,C18,18,4,10,nowShowing,Film2D,2025-12-18 17:33:29.000000,subtitling,VER_2D_SUB,6,Beta,Beta,VND-C004,VND-F004,Kraven,Kraven,VND-S00010,R01,Phòng 1,Room 1,2025-11-18 17:33:29.000000,2025-12-12 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
83,3,Lotte Landmark,Lotte Landmark,772 ĐBP,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-10-28 17:33:29.000000,C18,18,5,22,nowShowing,Film2D,2025-12-13 17:33:29.000000,subtitling,VER_2D_SUB,4,BHD,BHD,VND-C003,VND-F004,Kraven,Kraven,VND-S00022,R01,Phòng 1,Room 1,2025-12-02 17:33:29.000000,2025-12-11 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
84,5,BHD Vincom ĐN,BHD DN,910A NQ,1,Quật Mộ Trùng Ma,The Exorcism,https://yt.com/1,https://img/1.jpg,https://img/b1.jpg,Mỹ,Hành động,Director,Actors,120,VI,Quật Mộ Trùng Ma,The Exorcism,2025-10-19 17:33:29.000000,C18,18,1,34,nowShowing,Film2D,2025-12-15 17:33:29.000000,subtitling,VER_2D_SUB,2,Lotte,Lotte,VND-C005,VND-F001,Quật Mộ Trùng Ma,The Exorcism,VND-S00034,R01,Phòng 1,Room 1,2025-12-05 17:33:29.000000,2025-12-09 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
85,3,Lotte Landmark,Lotte Landmark,772 ĐBP,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-11-25 17:33:29.000000,C18,18,1,3,nowShowing,Film2D,2025-12-19 17:33:29.000000,subtitling,VER_2D_SUB,5,Cinestar,Cinestar,VND-C003,VND-F004,Kraven,Kraven,VND-S00003,R01,Phòng 1,Room 1,2025-11-29 17:33:29.000000,2025-12-11 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
86,8,Cinestar QT,Cinestar QT,271 NT,6,Cô Dâu Hào Môn,Grand Wedding,https://yt.com/6,https://img/6.jpg,https://img/b6.jpg,Mỹ,Hành động,Director,Actors,120,VI,Cô Dâu Hào Môn,Grand Wedding,2025-11-02 17:33:29.000000,C18,18,2,6,nowShowing,Film2D,2025-12-05 17:33:29.000000,subtitling,VER_2D_SUB,6,Beta,Beta,VND-C008,VND-F006,Cô Dâu Hào Môn,Grand Wedding,VND-S00006,R01,Phòng 1,Room 1,2025-12-01 17:33:29.000000,2025-12-08 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
87,3,Lotte Landmark,Lotte Landmark,772 ĐBP,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-11-21 17:33:29.000000,C18,18,5,25,nowShowing,Film2D,2025-12-12 17:33:29.000000,subtitling,VER_2D_SUB,3,Galaxy,Galaxy,VND-C003,VND-F004,Kraven,Kraven,VND-S00025,R01,Phòng 1,Room 1,2025-11-20 17:33:29.000000,2025-12-09 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
