id,name,order_id,vendor_seat_id,vendor_seat_type,vendor_seat_name,vendor_additional_data,vendor_seat_price,vendor_discount_price,vendor_sub_fee,vendor_charge_amount,vendor_reconciliation_price,vendor_fee,vnpay_seat_type,vnpay_seat_price,vnpay_final_price,vnpay_profit,vnpay_fee,campaign_id,sub_campaign_id,campaign_code,campaign_type,campaign_vendor_discount,campaign_vnpay_discount,promotion_vendor_amount,promotion_vnpay_amount,created_date,modified_date,modified_by,created_by,created_by_hash
104,E15,46,SEAT000104,COUPLE,E15,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-25 17:33:29.000000,2025-12-11 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
105,J15,46,SEAT000105,COUPLE,J15,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-15 17:33:29.000000,2025-12-11 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
106,H3,46,SEAT000106,NORMAL,H3,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-16 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
107,J10,47,SEAT000107,COUPLE,J10,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-12-07 17:33:29.000000,2025-12-06 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
108,D15,48,SEAT000108,COUPLE,D15,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-12-11 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
109,C7,49,SEAT000109,NORMAL,C7,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-20 17:33:29.000000,2025-12-09 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
110,G5,50,SEAT000110,VIP,G5,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-21 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
111,A2,50,SEAT000111,VIP,A2,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-12 17:33:29.000000,2025-12-05 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
112,B14,50,SEAT000112,VIP,B14,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-20 17:33:29.000000,2025-12-09 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
113,F2,50,SEAT000113,VIP,F2,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-12-07 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
114,G13,51,SEAT000114,VIP,G13,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-12-06 17:33:29.000000,2025-12-05 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
115,E13,51,SEAT000115,COUPLE,E13,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-26 17:33:29.000000,2025-12-07 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
116,D15,52,SEAT000116,COUPLE,D15,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-21 17:33:29.000000,2025-12-07 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
117,E10,52,SEAT000117,COUPLE,E10,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-26 17:33:29.000000,2025-12-06 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
118,G12,53,SEAT000118,NORMAL,G12,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-12-05 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
119,J11,53,SEAT000119,VIP,J11,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-12-08 17:33:29.000000,2025-12-11 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
120,I7,53,SEAT000120,NORMAL,I7,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-30 17:33:29.000000,2025-12-06 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
121,E2,54,SEAT000121,COUPLE,E2,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-14 17:33:29.000000,2025-12-11 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
122,C7,54,SEAT000122,COUPLE,C7,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-17 17:33:29.000000,2025-12-10 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
123,I8,54,SEAT000123,VIP,I8,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-14 17:33:29.000000,2025-12-06 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
124,D9,54,SEAT000124,VIP,D9,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-12-07 17:33:29.000000,2025-12-06 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
125,H7,55,SEAT000125,NORMAL,H7,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-13 17:33:29.000000,2025-12-09 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
126,I4,55,SEAT000126,COUPLE,I4,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-21 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
127,H5,55,SEAT000127,COUPLE,H5,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-24 17:33:29.000000,2025-12-12 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
128,H10,56,SEAT000128,VIP,H10,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-27 17:33:29.000000,2025-12-05 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
129,C6,57,SEAT000129,VIP,C6,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-22 17:33:29.000000,2025-12-10 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
130,A2,57,SEAT000130,COUPLE,A2,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-12-10 17:33:29.000000,2025-12-11 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
131,D4,57,SEAT000131,VIP,D4,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-12-11 17:33:29.000000,2025-12-12 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
132,I11,57,SEAT000132,NORMAL,I11,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-24 17:33:29.000000,2025-12-06 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
133,F8,58,SEAT000133,COUPLE,F8,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-12-09 17:33:29.000000,2025-12-07 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
134,I13,58,SEAT000134,NORMAL,I13,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-12-11 17:33:29.000000,2025-12-09 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
135,F13,58,SEAT000135,VIP,F13,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-12-08 17:33:29.000000,2025-12-10 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
136,J12,58,SEAT000136,NORMAL,J12,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-12-07 17:33:29.000000,2025-12-07 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
137,C4,59,SEAT000137,VIP,C4,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-26 17:33:29.000000,2025-12-09 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
138,F12,60,SEAT000138,COUPLE,F12,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-25 17:33:29.000000,2025-12-12 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
139,A11,60,SEAT000139,NORMAL,A11,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-15 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
140,H15,60,SEAT000140,NORMAL,H15,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-12-06 17:33:29.000000,2025-12-05 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
141,E9,60,SEAT000141,NORMAL,E9,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-22 17:33:29.000000,2025-12-10 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
142,H13,61,SEAT000142,COUPLE,H13,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-12-12 17:33:29.000000,2025-12-05 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
143,D15,61,SEAT000143,NORMAL,D15,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-12-09 17:33:29.000000,2025-12-05 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
144,B6,62,SEAT000144,COUPLE,B6,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-12-05 17:33:29.000000,2025-12-06 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
145,J13,62,SEAT000145,COUPLE,J13,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-26 17:33:29.000000,2025-12-06 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
146,D14,62,SEAT000146,VIP,D14,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-29 17:33:29.000000,2025-12-05 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
147,J15,63,SEAT000147,VIP,J15,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-20 17:33:29.000000,2025-12-11 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
148,H15,63,SEAT000148,COUPLE,H15,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-28 17:33:29.000000,2025-12-06 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
149,C12,63,SEAT000149,VIP,C12,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-23 17:33:29.000000,2025-12-05 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
150,E14,63,SEAT000150,NORMAL,E14,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-25 17:33:29.000000,2025-12-06 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
151,F12,64,SEAT000151,COUPLE,F12,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-24 17:33:29.000000,2025-12-10 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
152,D7,65,SEAT000152,VIP,D7,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-12-01 17:33:29.000000,2025-12-11 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
153,I7,65,SEAT000153,VIP,I7,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-12-03 17:33:29.000000,2025-12-11 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
154,D2,65,SEAT000154,COUPLE,D2,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-12-10 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
155,G7,66,SEAT000155,COUPLE,G7,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-16 17:33:29.000000,2025-12-06 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
156,E2,67,SEAT000156,NORMAL,E2,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-20 17:33:29.000000,2025-12-09 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
157,G14,68,SEAT000157,VIP,G14,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-30 17:33:29.000000,2025-12-11 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
158,I9,68,SEAT000158,COUPLE,I9,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-19 17:33:29.000000,2025-12-10 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
159,I8,68,SEAT000159,VIP,I8,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-12-06 17:33:29.000000,2025-12-07 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
160,A15,69,SEAT000160,COUPLE,A15,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-12-10 17:33:29.000000,2025-12-11 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
161,H7,69,SEAT000161,COUPLE,H7,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-12 17:33:29.000000,2025-12-12 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
162,C8,70,SEAT000162,COUPLE,C8,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-17 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
163,F12,70,SEAT000163,VIP,F12,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-15 17:33:29.000000,2025-12-05 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
164,D12,70,SEAT000164,VIP,D12,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-16 17:33:29.000000,2025-12-11 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
165,E7,70,SEAT000165,VIP,E7,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-12-06 17:33:29.000000,2025-12-11 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
166,C4,71,SEAT000166,NORMAL,C4,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-12-01 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
167,F5,72,SEAT000167,NORMAL,F5,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-16 17:33:29.000000,2025-12-12 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
168,D3,73,SEAT000168,NORMAL,D3,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-12-03 17:33:29.000000,2025-12-05 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
169,D6,73,SEAT000169,NORMAL,D6,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-14 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
170,F6,73,SEAT000170,COUPLE,F6,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-26 17:33:29.000000,2025-12-10 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
171,A6,74,SEAT000171,VIP,A6,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-12-07 17:33:29.000000,2025-12-07 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
172,F7,75,SEAT000172,NORMAL,F7,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-15 17:33:29.000000,2025-12-11 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
173,H2,75,SEAT000173,NORMAL,H2,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-26 17:33:29.000000,2025-12-09 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
174,A2,75,SEAT000174,VIP,A2,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-16 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
175,D1,76,SEAT000175,VIP,D1,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-12-08 17:33:29.000000,2025-12-12 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
176,I8,77,SEAT000176,COUPLE,I8,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-17 17:33:29.000000,2025-12-12 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
177,H10,77,SEAT000177,COUPLE,H10,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-24 17:33:29.000000,2025-12-09 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
178,G9,78,SEAT000178,COUPLE,G9,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-12-03 17:33:29.000000,2025-12-09 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
179,D10,78,SEAT000179,NORMAL,D10,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-23 17:33:29.000000,2025-12-09 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
180,H15,79,SEAT000180,VIP,H15,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-30 17:33:29.000000,2025-12-09 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
181,F11,79,SEAT000181,COUPLE,F11,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-29 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
182,F10,80,SEAT000182,VIP,F10,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-12-04 17:33:29.000000,2025-12-05 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
183,E2,80,SEAT000183,VIP,E2,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-17 17:33:29.000000,2025-12-05 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
184,C8,80,SEAT000184,VIP,C8,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-17 17:33:29.000000,2025-12-09 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
185,A11,81,SEAT000185,VIP,A11,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-27 17:33:29.000000,2025-12-07 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
186,C10,82,SEAT000186,NORMAL,C10,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-27 17:33:29.000000,2025-12-12 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
187,B5,83,SEAT000187,NORMAL,B5,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-12-11 17:33:29.000000,2025-12-11 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
188,D14,84,SEAT000188,NORMAL,D14,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-12-10 17:33:29.000000,2025-12-10 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
189,D6,84,SEAT000189,NORMAL,D6,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-12-01 17:33:29.000000,2025-12-06 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
190,I13,84,SEAT000190,COUPLE,I13,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-30 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
191,D15,85,SEAT000191,NORMAL,D15,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-15 17:33:29.000000,2025-12-09 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
192,J4,85,SEAT000192,NORMAL,J4,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-18 17:33:29.000000,2025-12-12 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
193,A7,85,SEAT000193,COUPLE,A7,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-28 17:33:29.000000,2025-12-11 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
194,C9,85,SEAT000194,COUPLE,C9,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-12-02 17:33:29.000000,2025-12-10 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
195,D1,86,SEAT000195,NORMAL,D1,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-28 17:33:29.000000,2025-12-06 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
196,G15,86,SEAT000196,COUPLE,G15,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-23 17:33:29.000000,2025-12-07 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
197,F12,87,SEAT000197,NORMAL,F12,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-15 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
198,I11,88,SEAT000198,VIP,I11,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-12-12 17:33:29.000000,2025-12-09 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
199,C2,89,SEAT000199,VIP,C2,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-12-11 17:33:29.000000,2025-12-06 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
200,J4,90,SEAT000200,VIP,J4,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-13 17:33:29.000000,2025-12-05 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
201,J11,91,SEAT000201,COUPLE,J11,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-12-02 17:33:29.000000,2025-12-08 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
202,I2,91,SEAT000202,COUPLE,I2,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-12-05 17:33:29.000000,2025-12-07 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
203,E8,92,SEAT000203,VIP,E8,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-12-09 17:33:29.000000,2025-12-09 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
204,H12,92,SEAT000204,COUPLE,H12,{},200000,0,0,200000,200000,4000,couple,200000,200000,10000,2000,,,,normal,0,0,0,0,2025-11-20 17:33:29.000000,2025-12-09 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
205,G9,93,SEAT000205,NORMAL,G9,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-11-28 17:33:29.000000,2025-12-05 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
206,F2,93,SEAT000206,NORMAL,F2,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-12-03 17:33:29.000000,2025-12-09 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
207,C8,93,SEAT000207,VIP,C8,{},120000,0,0,120000,120000,2400,vip,120000,120000,6000,1200,,,,normal,0,0,0,0,2025-11-24 17:33:29.000000,2025-12-10 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
208,A10,94,SEAT000208,NORMAL,A10,{},85000,0,0,85000,85000,1700,normal,85000,85000,4250,850,,,,normal,0,0,0,0,2025-12-06 17:33:29.000000,2025-12-09 17:33:29.000000,system,system,bbc5e661e106c6dcd8dc6dd186454c2f
